address,area,city,guest_recommendation,hotel_facilities,hotel_star_rating,latitude,longitude,property_name,property_type,site_review_count,site_review_rating,site_stay_review_rating,state,uniq_id,average_price
"HISAR ROAD , NR. DELHI POLL SIRSA","Near Delhi Flyover ,Hissar Road",Sirsa,95.0,Banquet Facilities|Beauty Salon - on charge|Business Center |Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Wedding Services Facility|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Conference Facility |Disabled Friendly Rooms|Multi - Line Phone|Wheelchair Accessibility - Room|Massage Services |Smoking Area |Open Air Restaurant / Dining |Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Car Rental|Express Laundry|Oxygen Cylinder (on request)|Taxi Services|Rooftop Garden| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Party hall|Air / Rail Booking|Courier Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Smoke Detector|Speciality Restaurant |Stamps and Mailing Facility|Suites,3,29.5318323072,75.0700167046,SHIVDEI RESORTS,Hotel,82.0,4.7,Service Quality::4.7|Amenities::4.7|Food and Drinks::2.9|Value for Money::4.7|Location::4.7|Cleanliness::2.9,Haryana,8e64eb1371d39ad4ba85608304687034,4000
"plot no 101, sector 10,",Others,Gurgaon,,Front Desk|Parking Facility|Room Service|Fire Safety|Fire Exit Signs,0,28.4594166,77.0693861,Sony Guest House,Cottage,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Haryana,80fdd8287048a1bb1002c1415dbb0001,800
South Point,South Point,Port Blair,74.0,"Swimming Pool|Airport Transfer Available / Surcharge|Ballroom|Banquet Facilities|Bar / Lounge |Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Games Zone|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Library|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Private / Plunge Pool|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Spa On Site - Chargeable|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Welcome Drinks|Express Check-In / Check-Out|Gardens|Audio - Visual Equipment|Wedding Services Facility|Catering|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|Disabled Friendly Rooms|Fax Machine|Kitchen available (home cook food on request)|Electronic / Magnetic Keys|Multi - Line Phone|Fire Place Available |Wheelchair Accessibility - Room|Pool Table|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Private Beach|Smoking Area |Open Air Restaurant / Dining |Transfers Available| Bike on Rent|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Kids Play Zone|Water Dispenser Available|Taxi Services|Board Room|Food Facility|Internet Access Free|Newspapers In Lobby|Electronic Check-Out|Postal / Parcel Services|Family Room|Party hall|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Adjoining Rooms|Courtesy Coach|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fire Safety|Recreation Zone|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Metal Detectors|Paid Transfers|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Stamps and Mailing Facility|Suites",3,11.6639608209,92.7557001028,Sinclairs Bayview Port Blair,Hotel,113.0,4.4,Service Quality::4.3|Amenities::4.2|Food and Drinks::4.3|Value for Money::4.2|Location::4.5|Cleanliness::4.3,Andaman and Nicobar Islands,8f969af8dbc43e557e9dc80c01f10d1b,4000
"Revatale, Near Dr. Zantye hospital, Malvan.","Near Malvan Jetty, Medha",Malvan,,Doctor on Call|Lift / Elevator|Lobby|Veranda|Taxi Services|Parking Facility|Room Service|Trekking|Fire Safety|Anti-Slip Ramps|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk,0,16.0630693,73.471054,Shri Krupa Niwas,Bungalow,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,aedb44b489873a1d01a3d1929d00f365,800
"No 37/1911, Mullasseril Emmanuel Lane Kadavanthra, Kaloor, Ernakulam",Ernakulam,Ernakulam,,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk,0,9.9312328,76.2673041,Sisys Homestay,Homestay,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,7507af59dd8f6c2ee289bb0532b1e43e,800
"No.19/2,Rajaji Road, West Tambaram,",Perungalathur,Chennai,,Doctor on Call|Parking Facilities Available|Front Desk|24 Hour Front Desk|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service|Fire Safety|CCTV|Public Restrooms,0,12.9290541,80.1131048,Sky Residency( Tambaram),Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Tamil Nadu,548e81e8787a91373974fa4837eaf74a,800
"Hari Phatak road, Begam bagh Colony,Mahakal Road, Ujjain",Freeganj Area,Ujjain,0.0,STD / ISD|Baggage Room|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility,0,23.181761,75.7779031,Shri New Darshsan Guest House,Guest House,1.0,1.0,Service Quality::1.0|Amenities::1.0|Food and Drinks::1.0|Value for Money::1.0|Location::2.0|Cleanliness::1.0,Madhya Pradesh,48244d1eef2c6c9a632be8ebdd1b3bf1,800
"Lal Bagh, Near Cm Science Collage","Lal Bagh, Near Cm Science Collage",Darbhanga,82.0,Airport Transfer Available / Surcharge|Banquet Facilities|Concierge|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Catering|Translation Services|Wake-up Call / Service|Suitable For Children|Conference Facility |Kitchen available (home cook food on request)|Multi - Line Phone|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Taxi Services|Rooftop Garden|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Family Room|Party hall|Air / Rail Booking|Baggage Room|Laptop Available on Hire|RO Water Purification System|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Room Service|CCTV|Hotel Trading License|Paid Transfers|Security at All Hotel Entrances|Suites,3,26.1458767,85.8911533,SHREE KRISHNA RESIDENCY,Hotel,28.0,4.4,Service Quality::4.3|Amenities::4.1|Food and Drinks::3.6|Value for Money::4.3|Location::3.9|Cleanliness::4.3,Bihar,63ac127082f7763d9931ca3cb93f910b,4000
"No 1000, Lakshmipuram    Opp Apollo Hospitals,    NearRamanuja Circle,      Tiruchanur Road,           TIRUPATHI   Andhra Pradesh 517501                INDIA",Main Town,Tirupati,100.0,Business Center |Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Catering|Kitchen available (home cook food on request)|Veranda|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Internet / Fax (Reception area only)|Parking Facility|Internet Access|Room Service,2,13.6219276358,79.4323258521,Spark service apartment,Hotel,1.0,1.6,Service Quality::1.6|Amenities::1.6|Food and Drinks::1.6|Value for Money::1.6|Location::1.6|Cleanliness::1.6,Andhra Pradesh,622b73afd5b30702a020ff821dc51e17,2600
"bund road, near modern hospital,Rajbagh, Srinagar",Zero Bridge,Srinagar,91.0,,4,34.0731212,74.8293182,Solar Residency,Hotel,23.0,4.3,Service Quality::4.3|Amenities::4.3|Food and Drinks::4.4|Value for Money::4.3|Location::4.2|Cleanliness::4.4,Jammu and Kashmir,41a7b063935d150aa10e4de2923ea290,10000
"4721,Shora Kothi,Main Bazar,Pahar Ganj",Paharganj,Delhi,43.0,Airport Transfer Available / Surcharge|Doctor on Call|Dry Cleaning|Front Desk|Locker Facility|Local Tour / Travel Desk|Power Backup|RO Water Purification System,0,28.6408355302,77.2153297258,Sky View Guest House,Guest House,16.0,2.9,Service Quality::2.8|Amenities::2.8|Food and Drinks::3.1|Value for Money::3.1|Location::3.1|Cleanliness::3.5,Delhi,d5bb783d8293d36f128a7ab3cd68a04b,800
"75, East Arokiasamy Road, R.S Puram.",R.S. Puram,Coimbatore,72.0,Lobby|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,0,11.0058202594,76.9536738283,Sree Annapoorna Lodging,Lodge,11.0,4.1,Service Quality::4.3|Amenities::4.1|Food and Drinks::4.3|Value for Money::4.3|Location::4.4|Cleanliness::4.1,Tamil Nadu,666b97f6d99d75abcdddb98c314e868e,800
"Dhuriwada, Malvan","Malvan, Sindhudurg District",Malwan,,Concierge|Doctor on Call|Dry Cleaning|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Doorman|Food Facility|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Parking Facility|Room Service,1,16.0595262,73.4622161,Sonchafa The Motel,Motel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,9d9f88f0a07513393d4faae2dafb33fa,1500
21(1178) Deb Banerjee Road Kol-39,Ruby,Kolkata,40.0,Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Medical Assistance Available|Power Backup|Internet Access Free|Parking Facility|Internet Access|Restaurant|Room Service|Suites,0,22.5237731934,88.3955154419,Silver Inn Guest House,Guest House,5.0,2.5,Service Quality::1.9|Amenities::1.9|Food and Drinks::2.5|Value for Money::2.1|Location::1.4|Cleanliness::2.5,West Bengal,24c62994bccc0dd9859804ea23541a1d,800
# 603 Junction Main Road,Bus Stand Area,Salem,84.0,"Swimming Pool|Ballroom|Banquet Facilities|Bar / Lounge |Barbecue Area|Beauty Salon - on charge|Business Center |Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Welcome Drinks|Express Check-In / Check-Out|Gardens|Wedding Services Facility|Translation Services|Wake-up Call / Service|Sauna|Separate Sitting Area|Coffee Shop / Cafe|Smoking Rooms|Disabled Friendly Rooms|Electronic / Magnetic Keys|Fire Place Available |Jacuzzi|Wheelchair Accessibility - Room|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Transfers Available|Shopping Drop Facility (on fixed timings)|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Karaoke |Rooftop Garden|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|STD / ISD|Baggage Room|Courier Service|Internet / Fax (Reception area only)|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility",4,11.6747314761,78.1261900963,Sivaraj Holiday Inn,Hotel,211.0,4.5,Service Quality::4.4|Amenities::4.5|Food and Drinks::4.6|Value for Money::4.5|Location::4.5|Cleanliness::4.7,Tamil Nadu,f98c0696939f20c50f63f46c2e297121,10000
"Arcot Road, Next to New Andhra Meals Hotel Valsarawakkam,",Others,Chennai,,Doctor on Call|Lift / Elevator|Front Desk|Express Laundry|Internet Access Free|Room Service (24 Hours),1,13.0826802,80.2707184,Sri Chakra Inn,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Tamil Nadu,fa6ccc340b567feaacab8c317ddfced4,1500
6th Mile Purbang,Rin King Pong Road,Kalimpong,82.0,Swimming Pool|Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Ballroom|Banquet Facilities|Bar / Lounge |Barbecue Area|Billiards|Business Center |Concierge|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Games Zone|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Library|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Spa On Site - Chargeable|Table Tennis|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Dance Performances (on demand)|Catering|Translation Services|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|Disabled Friendly Rooms|Electronic / Magnetic Keys|Multi - Line Phone|Fire Place Available |Floor Butler|Picnic Area|Wheelchair Accessibility - Room|Pool Table|Massage Services |Nature Walk|Smoking Area |Veranda|Transfers Available| Bike on Rent|Shopping Drop Facility (on fixed timings)|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Kids Play Zone|Oxygen Cylinder (on request)|Water Dispenser Available|Taxi Services|Badminttion Court|Board Room|City Shuttle Service|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Yoga Hall / Classes|Children's Park|Postal / Parcel Services|Family Room|Party hall|Spa Services Onsite - Free|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Adjoining Rooms|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fire Safety|Recreation Zone|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Metal Detectors|Paid Transfers|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Stamps and Mailing Facility|Suites,3,27.0626652,88.4617946,Sinclairs Retreat Kalimpong,Hotel,58.0,4.5,Service Quality::4.5|Amenities::4.5|Food and Drinks::4.7|Value for Money::4.5|Location::4.5|Cleanliness::4.7,West Bengal,785d6ce97c8d782a8387e8d8774ba42c,4000
"Silicon Hearth-2 184/1,Varthur Road,Nagavapalya,C.V.Raman Nagar,Bangalore-560093","Old Airport Road, Hal",Bangalore,,Lobby|Front Desk|24 Hour Front Desk|Luggage Storage|Room Service (24 Hours)|Baggage Room|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Room Service|Fire Exit Signs|First-Aid Kit at Front Desk,0,12.9854542,77.6639248,SILICON HEARTH-2,Service Apartment,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Karnataka,129be237a5e20c115c560224b9a405b6,800
"Kailasapara Estate, Munnar Thekkady Road, Nedumkandam, Idukki",Munnar Kumily Highway,Thekkady,,Locker Facility|Welcome Drinks|Power Backup|Gardens|Kitchen available (home cook food on request)|Nature Walk|Food Facility| Cook Services|Parking Facility,0,9.6031088,77.161458,Silver Oak Plantation Bungalow,Bungalow,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,53f0c3f608d0f861a2444c4029dbf3d4,800
"Kamarkuchi, Sonapur",G.S. Road,Guwahati,0.0,Swimming Pool|Airport Transfer Available / Surcharge|Ballroom|Banquet Facilities|Bar / Lounge |Business Center |Doctor on Call,1,26.1445169,91.7362365,Spring Valley Resort,Resort,1.0,1.0,Service Quality::1.0|Amenities::1.0|Food and Drinks::1.0|Value for Money::1.0|Location::1.0|Cleanliness::1.0,Assam,ef429f1c9f0beec6fbbcf1c0133a1308,1500
"GT Road, Mysuru road, Madikeri Karnataka 571201",Madikeri,Coorg,,Doctor on Call|Parking Facilities Available|Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Power Backup|Gardens|Nature Walk|Campfire / Bon Fire|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility|Room Service|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,0,12.4244205,75.7381856,Silent Valley Cottages,Cottage,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Karnataka,62148b5c25a70ece9fb0d68eb158cd54,800
1st floor  new york trade center b  opp dominoz pizza thaltej 4 rasta sg road .near udipi restaurant,S.G. Road,Ahmedabad,86.0,Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Pets Allowed|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Wake-up Call / Service|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours),2,23.0531192529,72.5193004231,SRI BALAJI RESIDENCY(SBR),Hotel,155.0,4.3,Service Quality::4.3|Amenities::4.3|Food and Drinks::4.1|Value for Money::4.3|Location::4.4|Cleanliness::4.2,Gujarat,a8880780ac639a86d046dfe16806e5d5,2600
"Grace Villa, C. S. Road","Grace Villa, C. S. Road",Kundapura,,Doctor on Call|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Power Backup|Nature Walk|Veranda|Taxi Services|Newspapers In Lobby|Room Service|Fire Safety|Anti-Slip Ramps|CCTV,1,13.6315963,74.6899917,Soans Holidays,Resort,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Karnataka,b12c295fdc510c301f4f14b8c3a69975,1500
"Street no .1, sarvanath nagar, behind seva samiti bhawan, haridwar- 249401",Ranipur More,Haridwar,,Doctor on Call|Parking Facilities Available|Front Desk|Medical Assistance Available|Public Restrooms,4,29.9767856,78.1222336,Sri Krishna Hotel,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Uttarakhand,eed5d6cf3cd1117df4ce541dd6fc6cb8,10000
"Sampekatte,Kodachadri road,Hosanagar Taluk, Shimoga",B H Road,Shimoga,,Doctor on Call|Medical Assistance Available|Power Backup|Parking Facility|Room Service,1,13.9299299,75.568101,Sri Ambika Home Stay,Homestay,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Karnataka,acebc3ed3f1fe468b3c7eaaaad7144d8,1500
"2/3 Taj Nagri Phase II,Fatehabad Road",Fatehabad Road,Agra,85.0,"Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Dance Performances (on demand)|Multi Lingual Staff|Wake-up Call / Service|Porter / Bellhop|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|Disabled Friendly Rooms|Fax Machine|Multi - Line Phone|Wheelchair Accessibility - Room|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Veranda|Open Air Restaurant / Dining |Transfers Available|In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Karaoke |Campfire / Bon Fire|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Room Service (24 Hours)|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Internet / Fax (Reception area only)|RO Water Purification System|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Restaurant|Fire Safety|Anti-Slip Ramps|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Hotel Trading License|Paid Transfers|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Smoke Detector|Stamps and Mailing Facility",3,27.1568107154,78.050394042,Siris 18 - A Boutique Hotel,Hotel,14.0,4.1,Service Quality::4.1|Amenities::3.9|Food and Drinks::4.3|Value for Money::4.3|Location::3.8|Cleanliness::4.7,Uttar Pradesh,6edcf5959d689177c15f98232b639d56,4000
